author,chapter,sentence,title
Jane Austen,Chapter 43,"This was praise, of all others most extraordinary, most opposite to her ideas.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,That he was not a good-tempered man had been her firmest opinion.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her keenest attention was awakened; she longed to hear more, and was grateful to her uncle for saying: ""There are very few people of whom so much can be said.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"You are lucky in having such a master.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""Yes, sir, I know I am.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"If I were to go through the world, I could not meet with a better.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"But I have always observed, that they who are good-natured when children, are good-natured when they grow up; and he was always the sweetest-tempered, most generous-hearted boy in the world.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Elizabeth almost stared at her.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""Can this be Mr.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Darcy?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,thought she.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""His father was an excellent man,"" said Mrs. Gardiner.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""Yes, ma'am, that he was indeed; and his son will be just like him--just as affable to the poor.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth listened, wondered, doubted, and was impatient for more.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Mrs. Reynolds could interest her on no other point.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She related the subjects of the pictures, the dimensions of the rooms, and the price of the furniture, in vain.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mr. Gardiner, highly amused by the kind of family prejudice to which he attributed her excessive commendation of her master, soon led again to the subject; and she dwelt with energy on his many merits as they proceeded together up the great staircase.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""He is the best landlord, and the best master,"" said she, ""that ever lived; not like the wild young men nowadays, who think of nothing but themselves.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,There is not one of his tenants or servants but will give him a good name.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Some people call him proud; but I am sure I never saw anything of it.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"To my fancy, it is only because he does not rattle away like other young men.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""In what an amiable light does this place him!""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,thought Elizabeth.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""This fine account of him,"" whispered her aunt as they walked, ""is not quite consistent with his behaviour to our poor friend.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""Perhaps we might be deceived.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""That is not very likely; our authority was too good.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"On reaching the spacious lobby above they were shown into a very pretty sitting-room, lately fitted up with greater elegance and lightness than the apartments below; and were informed that it was but just done to give pleasure to Miss Darcy, who had taken a liking to the room when last at Pemberley.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""He is certainly a good brother,"" said Elizabeth, as she walked towards one of the windows.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mrs. Reynolds anticipated Miss Darcy's delight, when she should enter the room.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""And this is always the way with him,"" she added.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""Whatever can give his sister any pleasure is sure to be done in a moment.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"There is nothing he would not do for her.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The picture-gallery, and two or three of the principal bedrooms, were all that remained to be shown.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"In the former were many good paintings; but Elizabeth knew nothing of the art; and from such as had been already visible below, she had willingly turned to look at some drawings of Miss Darcy's, in crayons, whose subjects were usually more interesting, and also more intelligible.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"In the gallery there were many family portraits, but they could have little to fix the attention of a stranger.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Elizabeth walked in quest of the only face whose features would be known to her.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"At last it arrested her--and she beheld a striking resemblance to Mr. Darcy, with such a smile over the face as she remembered to have sometimes seen when he looked at her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She stood several minutes before the picture, in earnest contemplation, and returned to it again before they quitted the gallery.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Mrs. Reynolds informed them that it had been taken in his father's lifetime.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"There was certainly at this moment, in Elizabeth's mind, a more gentle sensation towards the original than she had ever felt at the height of their acquaintance.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,The commendation bestowed on him by Mrs. Reynolds was of no trifling nature.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,What praise is more valuable than the praise of an intelligent servant?,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"As a brother, a landlord, a master, she considered how many people's happiness were in his guardianship!--how much of pleasure or pain was it in his power to bestow!--how much of good or evil must be done by him!",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Every idea that had been brought forward by the housekeeper was favourable to his character, and as she stood before the canvas on which he was represented, and fixed his eyes upon herself, she thought of his regard with a deeper sentiment of gratitude than it had ever raised before; she remembered its warmth, and softened its impropriety of expression.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"When all of the house that was open to general inspection had been seen, they returned downstairs, and, taking leave of the housekeeper, were consigned over to the gardener, who met them at the hall-door.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"As they walked across the hall towards the river, Elizabeth turned back to look again; her uncle and aunt stopped also, and while the former was conjecturing as to the date of the building, the owner of it himself suddenly came forward from the road, which led behind it to the stables.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They were within twenty yards of each other, and so abrupt was his appearance, that it was impossible to avoid his sight.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Their eyes instantly met, and the cheeks of both were overspread with the deepest blush.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"He absolutely started, and for a moment seemed immovable from surprise; but shortly recovering himself, advanced towards the party, and spoke to Elizabeth, if not in terms of perfect composure, at least of perfect civility.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She had instinctively turned away; but stopping on his approach, received his compliments with an embarrassment impossible to be overcome.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Had his first appearance, or his resemblance to the picture they had just been examining, been insufficient to assure the other two that they now saw Mr. Darcy, the gardener's expression of surprise, on beholding his master, must immediately have told it.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They stood a little aloof while he was talking to their niece, who, astonished and confused, scarcely dared lift her eyes to his face, and knew not what answer she returned to his civil inquiries after her family.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Amazed at the alteration of his manner since they last parted, every sentence that he uttered was increasing her embarrassment; and every idea of the impropriety of her being found there recurring to her mind, the few minutes in which they continued were some of the most uncomfortable in her life.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Nor did he seem much more at ease; when he spoke, his accent had none of its usual sedateness; and he repeated his inquiries as to the time of her having left Longbourn, and of her having stayed in Derbyshire, so often, and in so hurried a way, as plainly spoke the distraction of his thoughts.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"At length every idea seemed to fail him; and, after standing a few moments without saying a word, he suddenly recollected himself, and took leave.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The others then joined her, and expressed admiration of his figure; but Elizabeth heard not a word, and wholly engrossed by her own feelings, followed them in silence.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,She was overpowered by shame and vexation.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her coming there was the most unfortunate, the most ill-judged thing in the world!",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,How strange it must appear to him!,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,In what a disgraceful light might it not strike so vain a man!,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,It might seem as if she had purposely thrown herself in his way again!,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Oh!,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,why did she come?,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Or, why did he thus come a day before he was expected?",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Had they been only ten minutes sooner, they should have been beyond the reach of his discrimination; for it was plain that he was that moment arrived--that moment alighted from his horse or his carriage.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,She blushed again and again over the perverseness of the meeting.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"And his behaviour, so strikingly altered--what could it mean?",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"That he should even speak to her was amazing!--but to speak with such civility, to inquire after her family!",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Never in her life had she seen his manners so little dignified, never had he spoken with such gentleness as on this unexpected meeting.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"What a contrast did it offer to his last address in Rosings Park, when he put his letter into her hand!",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She knew not what to think, or how to account for it.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They had now entered a beautiful walk by the side of the water, and every step was bringing forward a nobler fall of ground, or a finer reach of the woods to which they were approaching; but it was some time before Elizabeth was sensible of any of it; and, though she answered mechanically to the repeated appeals of her uncle and aunt, and seemed to direct her eyes to such objects as they pointed out, she distinguished no part of the scene.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her thoughts were all fixed on that one spot of Pemberley House, whichever it might be, where Mr. Darcy then was.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She longed to know what at the moment was passing in his mind--in what manner he thought of her, and whether, in defiance of everything, she was still dear to him.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Perhaps he had been civil only because he felt himself at ease; yet there had been _that_ in his voice which was not like ease.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Whether he had felt more of pain or of pleasure in seeing her she could not tell, but he certainly had not seen her with composure.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"At length, however, the remarks of her companions on her absence of mind aroused her, and she felt the necessity of appearing more like herself.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They entered the woods, and bidding adieu to the river for a while, ascended some of the higher grounds; when, in spots where the opening of the trees gave the eye power to wander, were many charming views of the valley, the opposite hills, with the long range of woods overspreading many, and occasionally part of the stream.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mr. Gardiner expressed a wish of going round the whole park, but feared it might be beyond a walk.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,With a triumphant smile they were told that it was ten miles round.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"It settled the matter; and they pursued the accustomed circuit; which brought them again, after some time, in a descent among hanging woods, to the edge of the water, and one of its narrowest parts.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They crossed it by a simple bridge, in character with the general air of the scene; it was a spot less adorned than any they had yet visited; and the valley, here contracted into a glen, allowed room only for the stream, and a narrow walk amidst the rough coppice-wood which bordered it.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth longed to explore its windings; but when they had crossed the bridge, and perceived their distance from the house, Mrs. Gardiner, who was not a great walker, could go no farther, and thought only of returning to the carriage as quickly as possible.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her niece was, therefore, obliged to submit, and they took their way towards the house on the opposite side of the river, in the nearest direction; but their progress was slow, for Mr. Gardiner, though seldom able to indulge the taste, was very fond of fishing, and was so much engaged in watching the occasional appearance of some trout in the water, and talking to the man about them, that he advanced but little.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Whilst wandering on in this slow manner, they were again surprised, and Elizabeth's astonishment was quite equal to what it had been at first, by the sight of Mr. Darcy approaching them, and at no great distance.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The walk being here less sheltered than on the other side, allowed them to see him before they met.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth, however astonished, was at least more prepared for an interview than before, and resolved to appear and to speak with calmness, if he really intended to meet them.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"For a few moments, indeed, she felt that he would probably strike into some other path.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The idea lasted while a turning in the walk concealed him from their view; the turning past, he was immediately before them.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"With a glance, she saw that he had lost none of his recent civility; and, to imitate his politeness, she began, as they met, to admire the beauty of the place; but she had not got beyond the words ""delightful,"" and ""charming,"" when some unlucky recollections obtruded, and she fancied that praise of Pemberley from her might be mischievously construed.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her colour changed, and she said no more.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mrs. Gardiner was standing a little behind; and on her pausing, he asked her if she would do him the honour of introducing him to her friends.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,This was a stroke of civility for which she was quite unprepared; and she could hardly suppress a smile at his being now seeking the acquaintance of some of those very people against whom his pride had revolted in his offer to herself.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""What will be his surprise,"" thought she, ""when he knows who they are?",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"He takes them now for people of fashion.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The introduction, however, was immediately made; and as she named their relationship to herself, she stole a sly look at him, to see how he bore it, and was not without the expectation of his decamping as fast as he could from such disgraceful companions.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"That he was _surprised_ by the connection was evident; he sustained it, however, with fortitude, and so far from going away, turned back with them, and entered into conversation with Mr. Gardiner.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth could not but be pleased, could not but triumph.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,It was consoling that he should know she had some relations for whom there was no need to blush.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She listened most attentively to all that passed between them, and gloried in every expression, every sentence of her uncle, which marked his intelligence, his taste, or his good manners.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The conversation soon turned upon fishing; and she heard Mr. Darcy invite him, with the greatest civility, to fish there as often as he chose while he continued in the neighbourhood, offering at the same time to supply him with fishing tackle, and pointing out those parts of the stream where there was usually most sport.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mrs. Gardiner, who was walking arm-in-arm with Elizabeth, gave her a look expressive of wonder.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth said nothing, but it gratified her exceedingly; the compliment must be all for herself.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her astonishment, however, was extreme, and continually was she repeating, ""Why is he so altered?",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,From what can it proceed?,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,It cannot be for _me_--it cannot be for _my_ sake that his manners are thus softened.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,My reproofs at Hunsford could not work such a change as this.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"It is impossible that he should still love me.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"After walking some time in this way, the two ladies in front, the two gentlemen behind, on resuming their places, after descending to the brink of the river for the better inspection of some curious water-plant, there chanced to be a little alteration.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"It originated in Mrs. Gardiner, who, fatigued by the exercise of the morning, found Elizabeth's arm inadequate to her support, and consequently preferred her husband's.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mr. Darcy took her place by her niece, and they walked on together.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"After a short silence, the lady first spoke.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She wished him to know that she had been assured of his absence before she came to the place, and accordingly began by observing, that his arrival had been very unexpected--""for your housekeeper,"" she added, ""informed us that you would certainly not be here till to-morrow; and indeed, before we left Bakewell, we understood that you were not immediately expected in the country.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"He acknowledged the truth of it all, and said that business with his steward had occasioned his coming forward a few hours before the rest of the party with whom he had been travelling.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""They will join me early to-morrow,"" he continued, ""and among them are some who will claim an acquaintance with you--Mr. Bingley and his sisters.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Elizabeth answered only by a slight bow.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Her thoughts were instantly driven back to the time when Mr. Bingley's name had been the last mentioned between them; and, if she might judge by his complexion, _his_ mind was not very differently engaged.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""There is also one other person in the party,"" he continued after a pause, ""who more particularly wishes to be known to you.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Will you allow me, or do I ask too much, to introduce my sister to your acquaintance during your stay at Lambton?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,The surprise of such an application was great indeed; it was too great for her to know in what manner she acceded to it.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She immediately felt that whatever desire Miss Darcy might have of being acquainted with her must be the work of her brother, and, without looking farther, it was satisfactory; it was gratifying to know that his resentment had not made him think really ill of her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They now walked on in silence, each of them deep in thought.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Elizabeth was not comfortable; that was impossible; but she was flattered and pleased.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,His wish of introducing his sister to her was a compliment of the highest kind.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"They soon outstripped the others, and when they had reached the carriage, Mr. and Mrs. Gardiner were half a quarter of a mile behind.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"He then asked her to walk into the house--but she declared herself not tired, and they stood together on the lawn.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"At such a time much might have been said, and silence was very awkward.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"She wanted to talk, but there seemed to be an embargo on every subject.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"At last she recollected that she had been travelling, and they talked of Matlock and Dove Dale with great perseverance.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,Yet time and her aunt moved slowly--and her patience and her ideas were nearly worn out before the tete-a-tete was over.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"On Mr. and Mrs. Gardiner's coming up they were all pressed to go into the house and take some refreshment; but this was declined, and they parted on each side with utmost politeness.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mr. Darcy handed the ladies into the carriage; and when it drove off, Elizabeth saw him walking slowly towards the house.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,The observations of her uncle and aunt now began; and each of them pronounced him to be infinitely superior to anything they had expected.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""He is perfectly well behaved, polite, and unassuming,"" said her uncle.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""There _is_ something a little stately in him, to be sure,"" replied her aunt, ""but it is confined to his air, and is not unbecoming.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"I can now say with the housekeeper, that though some people may call him proud, I have seen nothing of it.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""I was never more surprised than by his behaviour to us.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,It was more than civil; it was really attentive; and there was no necessity for such attention.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"His acquaintance with Elizabeth was very trifling.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""To be sure, Lizzy,"" said her aunt, ""he is not so handsome as Wickham; or, rather, he has not Wickham's countenance, for his features are perfectly good.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"But how came you to tell me that he was so disagreeable?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth excused herself as well as she could; said that she had liked him better when they had met in Kent than before, and that she had never seen him so pleasant as this morning.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""But perhaps he may be a little whimsical in his civilities,"" replied her uncle.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""Your great men often are; and therefore I shall not take him at his word, as he might change his mind another day, and warn me off his grounds.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth felt that they had entirely misunderstood his character, but said nothing.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"""From what we have seen of him,"" continued Mrs. Gardiner, ""I really should not have thought that he could have behaved in so cruel a way by anybody as he has done by poor Wickham.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,He has not an ill-natured look.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"On the contrary, there is something pleasing about his mouth when he speaks.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,And there is something of dignity in his countenance that would not give one an unfavourable idea of his heart.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"But, to be sure, the good lady who showed us his house did give him a most flaming character!",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,I could hardly help laughing aloud sometimes.,PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"But he is a liberal master, I suppose, and _that_ in the eye of a servant comprehends every virtue.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and therefore gave them to understand, in as guarded a manner as she could, that by what she had heard from his relations in Kent, his actions were capable of a very different construction; and that his character was by no means so faulty, nor Wickham's so amiable, as they had been considered in Hertfordshire.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"In confirmation of this, she related the particulars of all the pecuniary transactions in which they had been connected, without actually naming her authority, but stating it to be such as might be relied on.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Mrs. Gardiner was surprised and concerned; but as they were now approaching the scene of her former pleasures, every idea gave way to the charm of recollection; and she was too much engaged in pointing out to her husband all the interesting spots in its environs to think of anything else.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"Fatigued as she had been by the morning's walk they had no sooner dined than she set off again in quest of her former acquaintance, and the evening was spent in the satisfactions of a intercourse renewed after many years' discontinuance.",PRIDE AND PREJUDICE
Jane Austen,Chapter 43,"The occurrences of the day were too full of interest to leave Elizabeth much attention for any of these new friends; and she could do nothing but think, and think with wonder, of Mr. Darcy's civility, and, above all, of his wishing her to be acquainted with his sister.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,Elizabeth had settled it that Mr. Darcy would bring his sister to visit her the very day after her reaching Pemberley; and was consequently resolved not to be out of sight of the inn the whole of that morning.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"But her conclusion was false; for on the very morning after their arrival at Lambton, these visitors came.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"They had been walking about the place with some of their new friends, and were just returning to the inn to dress themselves for dining with the same family, when the sound of a carriage drew them to a window, and they saw a gentleman and a lady in a curricle driving up the street.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Elizabeth immediately recognizing the livery, guessed what it meant, and imparted no small degree of her surprise to her relations by acquainting them with the honour which she expected.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Her uncle and aunt were all amazement; and the embarrassment of her manner as she spoke, joined to the circumstance itself, and many of the circumstances of the preceding day, opened to them a new idea on the business.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Nothing had ever suggested it before, but they felt that there was no other way of accounting for such attentions from such a quarter than by supposing a partiality for their niece.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"While these newly-born notions were passing in their heads, the perturbation of Elizabeth's feelings was at every moment increasing.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"She was quite amazed at her own discomposure; but amongst other causes of disquiet, she dreaded lest the partiality of the brother should have said too much in her favour; and, more than commonly anxious to please, she naturally suspected that every power of pleasing would fail her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"She retreated from the window, fearful of being seen; and as she walked up and down the room, endeavouring to compose herself, saw such looks of inquiring surprise in her uncle and aunt as made everything worse.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Miss Darcy and her brother appeared, and this formidable introduction took place.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,With astonishment did Elizabeth see that her new acquaintance was at least as much embarrassed as herself.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Since her being at Lambton, she had heard that Miss Darcy was exceedingly proud; but the observation of a very few minutes convinced her that she was only exceedingly shy.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,She found it difficult to obtain even a word from her beyond a monosyllable.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Miss Darcy was tall, and on a larger scale than Elizabeth; and, though little more than sixteen, her figure was formed, and her appearance womanly and graceful.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"She was less handsome than her brother; but there was sense and good humour in her face, and her manners were perfectly unassuming and gentle.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Elizabeth, who had expected to find in her as acute and unembarrassed an observer as ever Mr. Darcy had been, was much relieved by discerning such different feelings.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"They had not long been together before Mr. Darcy told her that Bingley was also coming to wait on her; and she had barely time to express her satisfaction, and prepare for such a visitor, when Bingley's quick step was heard on the stairs, and in a moment he entered the room.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"All Elizabeth's anger against him had been long done away; but had she still felt any, it could hardly have stood its ground against the unaffected cordiality with which he expressed himself on seeing her again.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"He inquired in a friendly, though general way, after her family, and looked and spoke with the same good-humoured ease that he had ever done.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,To Mr. and Mrs. Gardiner he was scarcely a less interesting personage than to herself.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,They had long wished to see him.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"The whole party before them, indeed, excited a lively attention.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,The suspicions which had just arisen of Mr. Darcy and their niece directed their observation towards each with an earnest though guarded inquiry; and they soon drew from those inquiries the full conviction that one of them at least knew what it was to love.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,Of the lady's sensations they remained a little in doubt; but that the gentleman was overflowing with admiration was evident enough.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Elizabeth, on her side, had much to do.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"She wanted to ascertain the feelings of each of her visitors; she wanted to compose her own, and to make herself agreeable to all; and in the latter object, where she feared most to fail, she was most sure of success, for those to whom she endeavoured to give pleasure were prepossessed in her favour.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Bingley was ready, Georgiana was eager, and Darcy determined, to be pleased.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"In seeing Bingley, her thoughts naturally flew to her sister; and, oh!",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,how ardently did she long to know whether any of his were directed in a like manner.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"Sometimes she could fancy that he talked less than on former occasions, and once or twice pleased herself with the notion that, as he looked at her, he was trying to trace a resemblance.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,"But, though this might be imaginary, she could not be deceived as to his behaviour to Miss Darcy, who had been set up as a rival to Jane.",PRIDE AND PREJUDICE
Jane Austen,Chapter 44,No look appeared on either side that spoke particular regard.,PRIDE AND PREJUDICE
Jane Austen,Chapter 44,Nothing occurred between them that could justify the hopes of his sister.,PRIDE AND PREJUDICE
