chapter,sentence,title
Chapter 64. The Beggar,"“Well, then, we will go into Paris.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,But how will you pass through the barrier without exciting suspicion?,THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"It seems to me that you are in more danger riding than on foot.” “Wait,” said Caderousse, “we shall see.” He then took the greatcoat with the large collar, which the groom had left behind in the tilbury, and put it on his back; then he took off Cavalcanti’s hat, which he placed upon his own head, and finally he assumed the careless attitude of a servant whose master drives himself.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"“But, tell me,” said Andrea, “am I to remain bareheaded?” “Pooh,” said Caderousse; “it is so windy that your hat can easily appear to have blown off.” “Come, come; enough of this,” said Cavalcanti.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,“What are you waiting for?” said Caderousse.,THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"“I hope I am not the cause.” “Hush,” said Andrea.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,They passed the barrier without accident.,THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"At the first cross street Andrea stopped his horse, and Caderousse leaped out.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"“Well!” said Andrea,—“my servant’s coat and my hat?” “Ah,” said Caderousse, “you would not like me to risk taking cold?” “But what am I to do?” “You?",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"Oh, you are young while I am beginning to get old.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"Au revoir, Benedetto;” and running into a court, he disappeared.",THE COUNT OF MONTE CRISTO
Chapter 64. The Beggar,"“Alas,” said Andrea, sighing, “one cannot be completely happy in this world!”",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,At the Place Louis XV.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"the three young people separated—that is to say, Morrel went to the Boulevards, Château-Renaud to the Pont de la Révolution, and Debray to the Quai.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Most probably Morrel and Château- Renaud returned to their “domestic hearths,” as they say in the gallery of the Chamber in well-turned speeches, and in the theatre of the Rue Richelieu in well-written pieces; but it was not the case with Debray.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"When he reached the wicket of the Louvre, he turned to the left, galloped across the Carrousel, passed through the Rue Saint-Roch, and, issuing from the Rue de la Michodière, he arrived at M. Danglars’ door just at the same time that Villefort’s landau, after having deposited him and his wife at the Faubourg Saint-Honoré, stopped to leave the baroness at her own house.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Debray, with the air of a man familiar with the house, entered first into the court, threw his bridle into the hands of a footman, and returned to the door to receive Madame Danglars, to whom he offered his arm, to conduct her to her apartments.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"The gate once closed, and Debray and the baroness alone in the court, he asked: “What was the matter with you, Hermine?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"and why were you so affected at that story, or rather fable, which the count related?” “Because I have been in such shocking spirits all the evening, my friend,” said the baroness.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“No, Hermine,” replied Debray; “you cannot make me believe that; on the contrary, you were in excellent spirits when you arrived at the count’s.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"M. Danglars was disagreeable, certainly, but I know how much you care for his ill-humor.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Someone has vexed you; I will allow no one to annoy you.” “You are deceived, Lucien, I assure you,” replied Madame Danglars; “and what I have told you is really the case, added to the ill-humor you remarked, but which I did not think it worth while to allude to.” It was evident that Madame Danglars was suffering from that nervous irritability which women frequently cannot account for even to themselves; or that, as Debray had guessed, she had experienced some secret agitation that she would not acknowledge to anyone.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Being a man who knew that the former of these symptoms was one of the inherent penalties of womanhood, he did not then press his inquiries, but waited for a more appropriate opportunity when he should again interrogate her, or receive an avowal proprio motu.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"At the door of her apartment the baroness met Mademoiselle Cornélie, her confidential maid.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,“What is my daughter doing?” asked Madame Danglars.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“She practiced all the evening, and then went to bed,” replied Mademoiselle Cornélie.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Yet I think I hear her piano.” “It is Mademoiselle Louise d’Armilly, who is playing while Mademoiselle Danglars is in bed.” “Well,” said Madame Danglars, “come and undress me.” They entered the bedroom.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Debray stretched himself upon a large couch, and Madame Danglars passed into her dressing-room with Mademoiselle Cornélie.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“My dear M. Lucien,” said Madame Danglars through the door, “you are always complaining that Eugénie will not address a word to you.” “Madame,” said Lucien, playing with a little dog, who, recognizing him as a friend of the house, expected to be caressed, “I am not the only one who makes similar complaints, I think I heard Morcerf say that he could not extract a word from his betrothed.” “True,” said Madame Danglars; “yet I think this will all pass off, and that you will one day see her enter your study.” “My study?” “At least that of the minister.” “Why so!” “To ask for an engagement at the Opera.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Really, I never saw such an infatuation for music; it is quite ridiculous for a young lady of fashion.” Debray smiled.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Well,” said he, “let her come, with your consent and that of the baron, and we will try and give her an engagement, though we are very poor to pay such talent as hers.” “Go, Cornélie,” said Madame Danglars, “I do not require you any longer.” Cornélie obeyed, and the next minute Madame Danglars left her room in a charming loose dress, and came and sat down close to Debray.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Then she began thoughtfully to caress the little spaniel.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Lucien looked at her for a moment in silence.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Come, Hermine,” he said, after a short time, “answer candidly,—something vexes you—is it not so?” 30239m “Nothing,” answered the baroness.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"And yet, as she could scarcely breathe, she rose and went towards a looking-glass.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“I am frightful tonight,” she said.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Debray rose, smiling, and was about to contradict the baroness upon this latter point, when the door opened suddenly.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,M. Danglars appeared; Debray reseated himself.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"At the noise of the door Madame Danglars turned round, and looked upon her husband with an astonishment she took no trouble to conceal.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Good-evening, madame,” said the banker; “good-evening, M. Debray.” Probably the baroness thought this unexpected visit signified a desire to make up for the sharp words he had uttered during the day.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Assuming a dignified air, she turned round to Debray, without answering her husband.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Read me something, M. Debray,” she said.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Debray, who was slightly disturbed at this visit, recovered himself when he saw the calmness of the baroness, and took up a book marked by a mother-of-pearl knife inlaid with gold.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Excuse me,” said the banker, “but you will tire yourself, baroness, by such late hours, and M. Debray lives some distance from here.” Debray was petrified, not only to hear Danglars speak so calmly and politely, but because it was apparent that beneath outward politeness there really lurked a determined spirit of opposition to anything his wife might wish to do.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"The baroness was also surprised, and showed her astonishment by a look which would doubtless have had some effect upon her husband if he had not been intently occupied with the paper, where he was looking to see the closing stock quotations.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"The result was, that the proud look entirely failed of its purpose.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,“M.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Lucien,” said the baroness, “I assure you I have no desire to sleep, and that I have a thousand things to tell you this evening, which you must listen to, even though you slept while hearing me.” “I am at your service, madame,” replied Lucien coldly.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“My dear M. Debray,” said the banker, “do not kill yourself tonight listening to the follies of Madame Danglars, for you can hear them as well tomorrow; but I claim tonight and will devote it, if you will allow me, to talk over some serious matters with my wife.” This time the blow was so well aimed, and hit so directly, that Lucien and the baroness were staggered, and they interrogated each other with their eyes, as if to seek help against this aggression, but the irresistible will of the master of the house prevailed, and the husband was victorious.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Do not think I wish to turn you out, my dear Debray,” continued Danglars; “oh, no, not at all.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"An unexpected occurrence forces me to ask my wife to have a little conversation with me; it is so rarely I make such a request, I am sure you cannot grudge it to me.” Debray muttered something, bowed and went out, knocking himself against the edge of the door, like Nathan in Athalie.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“It is extraordinary,” he said, when the door was closed behind him, “how easily these husbands, whom we ridicule, gain an advantage over us.” 30241m Lucien having left, Danglars took his place on the sofa, closed the open book, and placing himself in a dreadfully dictatorial attitude, he began playing with the dog; but the animal, not liking him as well as Debray, and attempting to bite him, Danglars seized him by the skin of his neck and threw him upon a couch on the other side of the room.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"The animal uttered a cry during the transit, but, arrived at its destination, it crouched behind the cushions, and stupefied at such unusual treatment remained silent and motionless.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Do you know, sir,” asked the baroness, “that you are improving?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Generally you are only rude, but tonight you are brutal.” “It is because I am in a worse humor than usual,” replied Danglars.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Hermine looked at the banker with supreme disdain.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"These glances frequently exasperated the pride of Danglars, but this evening he took no notice of them.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“And what have I to do with your ill-humor?” said the baroness, irritated at the impassibility of her husband; “do these things concern me?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Keep your ill-humor at home in your money boxes, or, since you have clerks whom you pay, vent it upon them.” “Not so,” replied Danglars; “your advice is wrong, so I shall not follow it.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"My money boxes are my Pactolus, as, I think, M. Demoustier says, and I will not retard its course, or disturb its calm.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"My clerks are honest men, who earn my fortune, whom I pay much below their deserts, if I may value them according to what they bring in; therefore I shall not get into a passion with them; those with whom I will be in a passion are those who eat my dinners, mount my horses, and exhaust my fortune.” “And pray who are the persons who exhaust your fortune?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Explain yourself more clearly, I beg, sir.” “Oh, make yourself easy!—I am not speaking riddles, and you will soon know what I mean.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"The people who exhaust my fortune are those who draw out 700,000 francs in the course of an hour.” “I do not understand you, sir,” said the baroness, trying to disguise the agitation of her voice and the flush of her face.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“You understand me perfectly, on the contrary,” said Danglars: “but, if you will persist, I will tell you that I have just lost 700,000 francs upon the Spanish loan.” “And pray,” asked the baroness, “am I responsible for this loss?” “Why not?” “Is it my fault you have lost 700,000 francs?” “Certainly it is not mine.” “Once for all, sir,” replied the baroness sharply, “I tell you I will not hear cash named; it is a style of language I never heard in the house of my parents or in that of my first husband.” “Oh, I can well believe that, for neither of them was worth a penny.” “The better reason for my not being conversant with the slang of the bank, which is here dinning in my ears from morning to night; that noise of jingling crowns, which are constantly being counted and re-counted, is odious to me.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I only know one thing I dislike more, which is the sound of your voice.” “Really?” said Danglars.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Well, this surprises me, for I thought you took the liveliest interest in all my affairs!” 30243m “I?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"What could put such an idea into your head?” “Yourself.” “Ah?—what next?” “Most assuredly.” “I should like to know upon what occasion?” “Oh, mon Dieu!",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,that is very easily done.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Last February you were the first who told me of the Haitian funds.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"You had dreamed that a ship had entered the harbor at Le Havre, that this ship brought news that a payment we had looked upon as lost was going to be made.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I know how clear-sighted your dreams are; I therefore purchased immediately as many shares as I could of the Haitian debt, and I gained 400,000 francs by it, of which 100,000 have been honestly paid to you.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,You spent it as you pleased; that was your business.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,In March there was a question about a grant to a railway.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Three companies presented themselves, each offering equal securities.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"You told me that your instinct,—and although you pretend to know nothing about speculations, I think on the contrary, that your comprehension is very clear upon certain affairs,—well, you told me that your instinct led you to believe the grant would be given to the company called the Southern.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I bought two thirds of the shares of that company; as you had foreseen, the shares trebled in value, and I picked up a million, from which 250,000 francs were paid to you for pin- money.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"How have you spent this 250,000 francs?—it is no business of mine.” “When are you coming to the point?” cried the baroness, shivering with anger and impatience.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Patience, madame, I am coming to it.” “That’s fortunate.” “In April you went to dine at the minister’s.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,You heard a private conversation respecting Spanish affairs—on the expulsion of Don Carlos.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,I bought some Spanish shares.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"The expulsion took place and I pocketed 600,000 francs the day Charles V. repassed the Bidassoa.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Of these 600,000 francs you took 50,000 crowns.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"They were yours, you disposed of them according to your fancy, and I asked no questions; but it is not the less true that you have this year received 500,000 livres.” “Well, sir, and what then?” “Ah, yes, it was just after this that you spoiled everything.” “Really, your manner of speaking——” “It expresses my meaning, and that is all I want.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Well, three days after that you talked politics with M. Debray, and you fancied from his words that Don Carlos had returned to Spain.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Well, I sold my shares, the news got out, and I no longer sold—I gave them away, next day I find the news was false, and by this false report I have lost 700,000 francs.” “Well?” “Well, since I gave you a fourth of my gains, I think you owe me a fourth of my losses; the fourth of 700,000 francs is 175,000 francs.” “What you say is absurd, and I cannot see why M. Debray’s name is mixed up in this affair.” “Because if you do not possess the 175,000 francs I reclaim, you must have lent them to your friends, and M. Debray is one of your friends.” 30245m “For shame!” exclaimed the baroness.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Oh, let us have no gestures, no screams, no modern drama, or you will oblige me to tell you that I see Debray leave here, pocketing the whole of the 500,000 livres you have handed over to him this year, while he smiles to himself, saying that he has found what the most skilful players have never discovered—that is, a roulette where he wins without playing, and is no loser when he loses.” The baroness became enraged.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Wretch!” she cried, “will you dare to tell me you did not know what you now reproach me with?” “I do not say that I did know it, and I do not say that I did not know it.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I merely tell you to look into my conduct during the last four years that we have ceased to be husband and wife, and see whether it has not always been consistent.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Some time after our rupture, you wished to study music, under the celebrated baritone who made such a successful appearance at the Théâtre Italien; at the same time I felt inclined to learn dancing of the danseuse who acquired such a reputation in London.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"This cost me, on your account and mine, 100,000 francs.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I said nothing, for we must have peace in the house; and 100,000 francs for a lady and gentleman to be properly instructed in music and dancing are not too much.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Well, you soon become tired of singing, and you take a fancy to study diplomacy with the minister’s secretary.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"You understand, it signifies nothing to me so long as you pay for your lessons out of your own cash box.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"But today I find you are drawing on mine, and that your apprenticeship may cost me 700,000 francs per month.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Stop there, madame, for this cannot last.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Either the diplomatist must give his lessons gratis, and I will tolerate him, or he must never set his foot again in my house;—do you understand, madame?” “Oh, this is too much,” cried Hermine, choking, “you are worse than despicable.” “But,” continued Danglars, “I find you did not even pause there——” “Insults!” “You are right; let us leave these facts alone, and reason coolly.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,I have never interfered in your affairs excepting for your good; treat me in the same way.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,You say you have nothing to do with my cash box.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Be it so.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Do as you like with your own, but do not fill or empty mine.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Besides, how do I know that this was not a political trick, that the minister enraged at seeing me in the opposition, and jealous of the popular sympathy I excite, has not concerted with M. Debray to ruin me?” “A probable thing!” “Why not?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Who ever heard of such an occurrence as this?—a false telegraphic despatch—it is almost impossible for wrong signals to be made as they were in the last two telegrams.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"It was done on purpose for me—I am sure of it.” “Sir,” said the baroness humbly, “are you not aware that the man employed there was dismissed, that they talked of going to law with him, that orders were issued to arrest him and that this order would have been put into execution if he had not escaped by flight, which proves that he was either mad or guilty?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"It was a mistake.” “Yes, which made fools laugh, which caused the minister to have a sleepless night, which has caused the minister’s secretaries to blacken several sheets of paper, but which has cost me 700,000 francs.” “But, sir,” said Hermine suddenly, “if all this is, as you say, caused by M. Debray, why, instead of going direct to him, do you come and tell me of it?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Why, to accuse the man, do you address the woman?” “Do I know M. Debray?—do I wish to know him?—do I wish to know that he gives advice?—do I wish to follow it?—do I speculate?",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"No; you do all this, not I.” “Still it seems to me, that as you profit by it——” Danglars shrugged his shoulders.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"“Foolish creature,” he exclaimed.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,“Women fancy they have talent because they have managed two or three intrigues without being the talk of Paris!,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"But know that if you had even hidden your irregularities from your husband, who has but the commencement of the art—for generally husbands will not see—you would then have been but a faint imitation of most of your friends among the women of the world.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"But it has not been so with me,—I see, and always have seen, during the last sixteen years.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"You may, perhaps, have hidden a thought; but not a step, not an action, not a fault, has escaped me, while you flattered yourself upon your address, and firmly believed you had deceived me.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"What has been the result?—that, thanks to my pretended ignorance, there is none of your friends, from M. de Villefort to M. Debray, who has not trembled before me.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"There is not one who has not treated me as the master of the house,—the only title I desire with respect to you; there is not one, in fact, who would have dared to speak of me as I have spoken of them this day.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I will allow you to make me hateful, but I will prevent your rendering me ridiculous, and, above all, I forbid you to ruin me.” The baroness had been tolerably composed until the name of Villefort had been pronounced; but then she became pale, and, rising, as if touched by a spring, she stretched out her hands as though conjuring an apparition; she then took two or three steps towards her husband, as though to tear the secret from him, of which he was ignorant, or which he withheld from some odious calculation,—odious, as all his calculations were.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,“M.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"de Villefort!—What do you mean?” “I mean that M. de Nargonne, your first husband, being neither a philosopher nor a banker, or perhaps being both, and seeing there was nothing to be got out of a king’s attorney, died of grief or anger at finding, after an absence of nine months, that you had been enceinte six.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"I am brutal,—I not only allow it, but boast of it; it is one of the reasons of my success in commercial business.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Why did he kill himself instead of you?,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,Because he had no cash to save.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,My life belongs to my cash.,THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"M. Debray has made me lose 700,000 francs; let him bear his share of the loss, and we will go on as before; if not, let him become bankrupt for the 250,000 livres, and do as all bankrupts do—disappear.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"He is a charming fellow, I allow, when his news is correct; but when it is not, there are fifty others in the world who would do better than he.” Madame Danglars was rooted to the spot; she made a violent effort to reply to this last attack, but she fell upon a chair thinking of Villefort, of the dinner scene, of the strange series of misfortunes which had taken place in her house during the last few days, and changed the usual calm of her establishment to a scene of scandalous debate.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"Danglars did not even look at her, though she did her best to faint.",THE COUNT OF MONTE CRISTO
Chapter 65. A Conjugal Scene,"He shut the bedroom door after him, without adding another word, and returned to his apartments; and when Madame Danglars recovered from her half-fainting condition, she could almost believe that she had had a disagreeable dream.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"The day following this scene, at the hour Debray usually chose to pay a visit to Madame Danglars on his way to his office, his coupé did not appear.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"At this time, that is, about half-past twelve, Madame Danglars ordered her carriage, and went out.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"Danglars, hidden behind a curtain, watched the departure he had been waiting for.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,He gave orders that he should be informed as soon as Madame Danglars appeared; but at two o’clock she had not returned.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"He then called for his horses, drove to the Chamber, and inscribed his name to speak against the budget.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"From twelve to two o’clock Danglars had remained in his study, unsealing his dispatches, and becoming more and more sad every minute, heaping figure upon figure, and receiving, among other visits, one from Major Cavalcanti, who, as stiff and exact as ever, presented himself precisely at the hour named the night before, to terminate his business with the banker.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"On leaving the Chamber, Danglars, who had shown violent marks of agitation during the sitting, and been more bitter than ever against the ministry, re-entered his carriage, and told the coachman to drive to the Avenue des Champs-Élysées, No.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,30.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,Monte Cristo was at home; only he was engaged with someone and begged Danglars to wait for a moment in the drawing-room.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"While the banker was waiting in the anteroom, the door opened, and a man dressed as an abbé and doubtless more familiar with the house than he was, came in and instead of waiting, merely bowed, passed on to the farther apartments, and disappeared.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"A minute after the door by which the priest had entered reopened, and Monte Cristo appeared.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"“Pardon me,” said he, “my dear baron, but one of my friends, the Abbé Busoni, whom you perhaps saw pass by, has just arrived in Paris; not having seen him for a long time, I could not make up my mind to leave him sooner, so I hope this will be sufficient reason for my having made you wait.” “Nay,” said Danglars, “it is my fault; I have chosen my visit at a wrong time, and will retire.” “Not at all; on the contrary, be seated; but what is the matter with you?",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"You look careworn; really, you alarm me.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"Melancholy in a capitalist, like the appearance of a comet, presages some misfortune to the world.” “I have been in ill-luck for several days,” said Danglars, “and I have heard nothing but bad news.” “Ah, indeed?” said Monte Cristo.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,“Have you had another fall at the Bourse?” “No; I am safe for a few days at least.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,I am only annoyed about a bankrupt of Trieste.” “Really?,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,Does it happen to be Jacopo Manfredi?” “Exactly so.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"Imagine a man who has transacted business with me for I don’t know how long, to the amount of 800,000 or 900,000 francs during the year.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,Never a mistake or delay—a fellow who paid like a prince.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"Well, I was a million in advance with him, and now my fine Jacopo Manfredi suspends payment!” “Really?” “It is an unheard-of fatality.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"I draw upon him for 600,000 francs, my bills are returned unpaid, and, more than that, I hold bills of exchange signed by him to the value of 400,000 francs, payable at his correspondent’s in Paris at the end of this month.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,Today is the 30th.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,I present them; but my correspondent has disappeared.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"This, with my Spanish affairs, made a pretty end to the month.” “Then you really lost by that affair in Spain?” “Yes; only 700,000 francs out of my cash box—nothing more!” “Why, how could you make such a mistake—such an old stager?” “Oh, it is all my wife’s fault.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,She dreamed Don Carlos had returned to Spain; she believes in dreams.,THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"It is magnetism, she says, and when she dreams a thing it is sure to happen, she assures me.",THE COUNT OF MONTE CRISTO
Chapter 66. Matrimonial Projects,"On this conviction I allow her to speculate, she having her bank and her stockbroker; she speculated and lost.",THE COUNT OF MONTE CRISTO
